Author Name,Sex
R. Vijay Krishna,1
Vijay Krishna,1
P. R. Krishnaiah,1
N. Krishnaji,1
Arvind Krishnamurthy,1
Harish Krishnan,1
Lakshmi Krishnan,0
Pramila Krishnan,0
Dennis Kristensen,1
Eirik Gaard Kristiansen,1
Kory Kroft,1
Sabine Kröger,0
Yoram Kroll,1
Jürgen Kromphardt,1
David Kropp,1
Randall S. Kroszner,1
Alan B. Krueger,1
Anne O. Krueger,0
Dirk Krueger,1
Sebastian Krügel,1
Paul R. Krugman,1
Jamie Brown Kruse,0
Per Krusell,1
Yaroslav Kryukov,1
Oleksiy Kryvtsov,1
Anant M. Kshirsagar,1
Chung-Ming Kuan,1
Sebastian Kube,1
Jeffrey Kubik,1
Felix Kubler,1
Guido Kuersteiner,1
Keith Kuester,1
Kiyoshi Kuga,1
Adriana D. Kugler,0
Edwin Kuh,1
John M. Kuhlman,1
Kai-Uwe Kühn,1
Moritz Kuhn,1
Peter Kuhn,1
M. S. Kumar,1
Subodh Kumar,1
T. Krishna Kumar,1
Michael Kumhof,1
Ari Kuncoro,1
Harald Künemund,1
Edward Kung,1
Takashi Kunimoto,1
Naoto Kunitomo,1
Pablo Kurlat,1
André Kurmann,1
Musab Kurnaz,1
Burhanettin Kuruşçu,1
Mordecai Kurz,1
Alexey Kushnir,1
Sho-Ichiro Kusumoto,1
Edward Kutsoati,1
Kenneth N. Kuttner,1
Ilyana Kuziemko,0
Olga Kuzmina,0
Ola Kvaløy,0
Dmitriy Kvasov,1
Anthony M. Kwasnica,1
Kyooho Kwon,1
Finn E. Kydland,1
Albert S. Kyle,1
Ekaterini Kyriazidou,0
Wilford L. L'Esperance,1
Olivier L'Haridon,1
Jean-Paul L'Huillier,1
Jennifer La'O,0
Gerard van der Laan,1
Pamela Labadie,0
Raul Laban,1
David N. Laband,1
Gene Laber,1
Paul Labys,1
Chantale LaCasse,0
Dominique Lacaze,1
Nicola Lacetera,1
Saul Lach,1
Marie-Eve Lachance,0
Jeffrey M. Lacker,1
Juan A. Lacomba,1
Guy Lacroix,1
George W. Ladd,1
George M. Lady,1
Luc Laeven,1
Arthur B. Laffer,1
Jean-Jacques Laffont,1
Francine Lafontaine,0
Jeanne Lafortune,0
David Lagakos,1
Francisco Lagos,1
Ricardo Lagos,1
Roger Lagunoff,1
Yaron Lahav,1
Laura LaHaye,0
Amartya Lahiri,1
Kajal Lahiri,1
Sajal Lahiri,1
Edwin Lai,1
David Laibman,1
David I. Laibson,1
David Laidler,1
John P. Laitner,1
Darius Lakdawalla,1
Venkat Lakshminarayanan,1
Rafael Lalive,1
Robert J. LaLonde,1
Robert J. Lalonde,1
David Lam,1
Pok-sang Lam,1
Luisa Lambertini,0
Louis A. Lambros,1
Val E. Lambson,1
Owen A. Lamont,1
Laurent Lamy,1
Anthony Lancaster,1
Kelvin J. Lancaster,1
A. H. Land,1
Camille Landais,1
Henry Jacob Landau,1
Claudia M. Landeo,0
Renée M. Landers,0
Elisabeth M. Landes,0
Augustin Landier,1
David Lando,1
Craig E. Landry,1
Michael Landsberger,1
Steven E. Landsburg,1
Tim Landvoigt,1
Philip R. Lane,1
Harald Lang,1
Kevin Lang,1
Larry H. P. Lang,1
Mark Lang,1
Andreas Lange,1
Fabian Lange,1
Oskar Lange,1
Harvey E. Lapan,1
Victoria Lapham,0
Shelley Lapkoff,0
"James A. Largay, III",1
Guy Laroque,1
Jeff Larrimore,1
Jean-François Laslier,1
David Laster,1
Roger Latham,1
Lawrence J. Lau,1
Morten I. Lau,1
Stephan Lauermann,1
Gurcharan S. Laumas,1
Didier Laussel,1
Irving H. LaValle,1
Lester B. Lave,1
Ron Lavi,1
Victor Lavy,1
Jacques Lawarrée,1
Phillip Lawler,1
Emily C. Lawrance,0
Anthony G. Lawrence,1
Colin Lawrence,1
P. R. G. Layard,1
Richard Layard,1
Edward P. Lazear,1
William Lazonick,1
John Leach,1
Jack Leahey,1
Dermot Leahy,1
John V. Leahy,1
Edward E. Leamer,1
Clare Leaver,0
Gérald LeBlanc,1
Valérie Lechene,0
Sébastien Lecocq,1
Phillip J. Lederer,1
Daniel Lederman,1
Mara Lederman,0
Olivier Ledoit,1
John O. Ledyard,1
Byung-Joo Lee,1
Chung H. Lee,1
D. Scott Lee,1
David S. Lee,1
Donghoon Lee,1
Dwight R. Lee,1
Hsing-Yang Lee,1
Jae Won Lee,1
Jean Lee,0
Jihong Lee,1
Jungmin Lee,1
Kevin Lee,1
King-Tak Lee,1
Li Way Lee,1
Lung-Fei Lee,1
Manjong Lee,1
Maw Lin Lee,1
Min Lee,0
Robin S. Lee,1
Ronald D. Lee,1
Sangmok Lee,1
Sokbae Lee,1
Soohyung Lee,0
Tong Hun Lee,1
William C. Lee,1
Young Han Lee,1
Yul W. Lee,1
Dennis Leech,1
C. T. Leenders,1
Eric M. Leeper,1
Peter T. Leeson,1
Frank de Leeuw,1
Nathaniel H. Leff,1
Keith B. Leffler,1
Lars Lefgren,1
Patrick Legros,1
Bruce N. Lehmann,1
Etienne Lehmann,1
Kenneth Lehn,1
Ehud Lehrer,1
Vivian Lei,0
Arleen Leibowitz,0
Stephen Leider,1
Leonardo Leiderman,1
Daniel Leigh,1
Marco J. van der Leij,1
Jessica Leino,0
Gordon Leitch,1
G. Leitmann,1
Hayne E. Leland,1
Claire Lelarge,0
S. Q. Lemche,1
Thomas Lemieux,1
Michael L. Lemmon,1
Terje Lensberg,1
Robert Lensink,1
Rasmus Lentz,1
Miguel A. León-Ledesma,1
Herman B. Leonard,1
Kenneth L. Leonard,1
William N. Leonard,1
Marinella Leone,0
Robert I. Lerman,1
Eugene M. Lerner,1
Josh Lerner,1
Stephen F. LeRoy,1
Conrad Emanuel Victor Leser,1
Phillip Leslie,1
Benjamin Lester,1
Søren Leth-Petersen,1
Martin Lettau,1
Anthony Leung,1
Pauline Leung,0
Siu Fai Leung,1
Jonathan Levav,1
Andrei A. Levchenko,1
David Levhari,1
Maurice D. Levi,1
Richard M. Levich,1
Andrew Levin,1
Dan Levin,1
Jonathan Levin,1
Richard C. Levin,1
Sharon G. Levin,0
Carolyn B. Levine,0
Daniel B. Levine,1
David I. Levine,1
David Knudsen Levine,1
Phillip B. Levine,1
Ross Levine,1
James A. Levinsohn,1
Arik Levinson,1
Steven D. Levitt,1
Dan M. Levy,1
Daniel Levy,1
Frank Levy,1
Gilat Levy,0
Haim Levy,1
Mildred B. Levy,0
Moshe Levy,1
Philip I. Levy,1
Santiago Levy,1
Yehuda Levy,1
Eduardo Levy-Yeyati,1
Arthur Lewbel,1
Stefan Lewellen,1
Ethan Lewis,1
Frank D. Lewis,1
Gregory Lewis,1
H. Gregg Lewis,1
Jeffrey B. Lewis,1
Karen K. Lewis,0
Logan T. Lewis,1
Lucinda M. Lewis,0
Randall A. Lewis,1
"Stephen R. Lewis, Jr.",1
Tracy R. Lewis,1
Geng Li,1
Guo Li,1
Hao Li,1
Hongbin Li,1
Jia Li,0
Jin Li,1
Mingche M. Li,1
Nan Li,0
Nicholas Li,1
Qi Li,1
Sheng-yung Li,1
Sherry Xin Li,0
Tong Li,1
Wei Li,0
Yiting Li,0
Yuming Li,1
James Liang,1
Meng-Yu Liang,0
Yuan Liao,1
Gary D. Libecap,1
Erik Lichtenberg,1
Paul Lichtenstein,1
Jeffrey B. Liebman,1
Stanley J. Liebowitz,1
Jaimie W. Lien,0
Osnat Lifshitz,0
Alla Lileeva,0
David M. Lilien,1
Ulf von Lilienfeld-Toal,1
Dean R. Lillard,1
Lee A. Lillard,1
Claire S. H. Lim,0
Jong-Soo Lim,1
Nuno Limao,1
Jeffrey Lin,1
Justin Yifu Lin,1
Ming-Jen Lin,1
Wen-Ling Lin,0
Wuu-Long Lin,1
Xiaoji Lin,1
Jane Arnold Lincove,0
Mikael Lindahl,1
Assar Lindbeck,1
Jesper Linde,1
Jesper Lindé,1
Maarten Lindeboom,1
Leigh Linden,1
Peter H. Lindert,1
Jason M. Lindo,1
Matthew J. Lindquist,1
Tobias Lindqvist,1
Cotton M. Lindsay,1
Robert Lindsay,1
Robin Lindsey,1
Albert N. Link,1
Charles R. Link,1
Joshua Linn,1
Peter Linneman,1
Oliver Linton,1
Barton L. Lipman,1
Robert E. Lippens,1
Francesco Lippi,1
Steven A. Lippman,1
Joseph Lipscomb,1
Molly Lipscomb,0
Tamás Lipták,1
John A. List,1
Robert B. Litterman,1
Robert H. Litzenberger,1
Chunlin Liu,1
Laura Xiaolei Liu,0
Qingmin Liu,1
Shun-chieh Liu,1
Ta-Chung Liu,1
Zheng Liu,1
Zhiqiang Liu,1
John R. Livernois,1
Nissan Liviatan,1
Igor Livshits,1
Alessandro Lizzeri,1
Alexander Ljungqvist,1
Lars Ljungqvist,1
Humberto Llavador,1
Adriana Lleras-Muney,0
Gerard Llobet,1
Aniol Llorente-Saguer,1
Cliff Lloyd,1
Huw Lloyd-Ellis,1
Andrew W. Lo,1
Wei Lo,1
Ignacio N. Lobato,1
Luis Locay,1
Lance J. Lochner,1
Ben Lockwood,1
Peter D. Loeb,1
Jan De Loecker,1
Edna Loehman,0
George Loewenstein,1
Mark A. Loewenstein,1
Robert R. Logan,1
Prakash Chandra Lohani,1
Susanne Lohmann,0
Kjell Erik Lommerud,1
John Londregan,1
Bridget Terry Long,0
J. Bradford De Long,1
James D. Long,1
Jason Long,1
"John B. Long, Jr.",1
Millard F. Long,1
Ngo Van Long,0
Sharon K. Long,0
Francis A. Longstaff,1
Graham Loomes,1
Adam Looney,1
Mary J. Lopez,0
Florencio Lopez-de-Silanes,1
Guido Lorenzoni,1
Henri R. Lorie,1
James R. Lothian,1
"John R. Lott, Jr.",1
Linda Loubert,0
Glenn C. Loury,1
C. A. Knox Lovell,1
Michael C. Lovell,1
Stefano Lovo,1
Hamish Low,1
Sara Lowes,0
Cara S. Lown,0
Roy Lowrance,1
Gabriel A. Lozada,1
Jingfeng Lu,1
Thomas Lubik,1
Raymond Lubitz,1
Darren Lubotsky,1
Dara Lee Luca,0
Claudio Lucarelli,1
Adrienne M. Lucas,0
Deborah J. Lucas,0
Maurice Lucas,1
Robert E. B. Lucas,1
"Robert E. Lucas, Jr.",1
David Lucca,1
R. Duncan Luce,1
Brendan Lucier,1
David Lucking-Reiley,1
Rodney D. Ludema,1
Johannes Ludsteck,1
Sydney C. Ludvigson,0
Alexander Ludwig,1
Jens Ludwig,1
Dean Lueck,1
Francis T. Lui,1
Jon C. Luke,1
Robin L. Lumsdaine,0
Shelly Lundberg,0
Asger Lunde,1
Russell Lundholm,1
Heléne Lundqvist,1
Ming-Ching Luoh,1
Annamaria Lusardi,0
Edward J. Lusk,1
Israel Luski,1
Rafael Lusky,1
Steven H. Lustgarten,1
Hanno Lustig,1
Helmut Lütkepohl,1
Randall Lutter,1
Erzo G. J. Luttmer,1
Byron F. Lutz,1
David S. Lyle,1
Gary Lyn,1
Richard K. Lyons,1
Katrine Vellesen Løken,0
Ching-to Albert Ma,1
Emiel Maasland,1
Esfandiar Maasoumi,1
James D. MacBeth,1
Fabio Maccheroni,1
Rocco Macchiavello,1
Louis Maccini,1
Sharon Maccini,0
Glenn M. MacDonald,1
Antonin Macé,1
Barbara J. Mace,0
James MacGee,1
Stephen Machin,1
Mark J. Machina,1
Mario Macis,1
Robert J. Mackay,1
Jeffrey K. MacKie-Mason,1
James G. MacKinnon,1
Bartosz Mackowiak,1
William Bentley MacLeod,1
Richard D. MacMinn,1
Karen Macours,0
C. Duncan MacRae,1
Elizabeth Chase MacRae,0
Thomas E. MaCurdy,1
Albert Madansky,1
Gangadharrao Soundalyarao Maddala,1
Paul J. Madden,1
Andreas Madestam,1
Brigitte C. Madrian,0
Vicente Madrigal,1
Nicole Maestas,0
Michael A. Magdalinos,1
Lonnie Magee,1
Giovanni Maggi,1
Matteo Maggiori,1
Michael J. P. Magill,1
Thierry Magnac,1
Jacopo Magnani,1
Leandro M. Magnusson,1
Jeremy Magruder,1
Aprajit Mahajan,1
Prasanta Chandra Mahalanobis,1
Neale Mahoney,1
Steven F. Maier,1
George J. Mailath,1
Ajay Maindiratta,1
Sherman J. Maisel,1
Shlomo Maital,1
Dipjyoti Majumdar,1
Mukul Majumdar,1
Gail E. Makinen,1
Louis Makowski,1
Michael D. Makowsky,1
Hernán A. Makse,1
Ofer Malamud,1
Semyon Malamud,1
Anup Malani,1
James M. Malcomson,1
Andrey Malenko,1
Kabir Malik,1
Benjamin A. Malin,1
Edmond Malinvaud,1
Burton G. Malkiel,1
Parthasaradhi Mallela,1
Richard D. Mallon,1
Christopher Malloy,1
Ulrike Malmendier,0
John A. Maluccio,1
Harry Mamaysky,1
Enno Mammen,1
Marco Manacorda,1
Joyce Manchester,0
Benjamin R. Mandel,0
Michael Mandler,1
David M. Mandy,1
Mihai Manea,1
Alejandro M. Manelli,1
Zacharias Maniadis,1
François Maniquet,1
N. Gregory Mankiw,1
Alan S. Manne,1
Henry G. Manne,1
Alan Manning,1
Richard Manning,1
Willard G. Manning,1
Day Manoli,1
Dayanand Manoli,1
Kalina Manova,0
Michael Manove,1
Iourii Manovskii,1
Elena Manresa,0
Marilyn E. Manser,0
Edwin Mansfield,1
Charles F. Manski,1
Gustavo Manso,1
Yishay Mansour,1
Ahsan Mansur,1
Erin T. Mansur,1
Ghazala Mansuri,0
Rolf Mantel,1
Rodolfo E. Manuelli,1
Paola Manzini,0
Agustín Maravall,1
Albert Marcet,1
Christoph March,1
Maurice Marchand,1
Roberto Marchionatti,1
Alan J. Marcus,1
Michel André Maréchal,1
Robert A. Margo,1
David N. Margolis,1
Francisco Marhuenda,1
Roberto S. Mariano,1
Randall P. Mariger,1
Ramon Marimon,1
Dalia Marin,0
Massimo Marinacci,1
Justin Marion,1
Nancy Peregrim Marion,0
Marco Mariotti,1
Thomas Mariotti,1
Nelson C. Mark,1
Daniel Markovits,1
Harry M. Markowitz,1
James R. Markusen,1
David Marmaros,1
Francesc Marmol,1
Travis Maron,1
Robert Marquez,1
Donald B. Marron,1
Jacob Marschak,1
Thomas Marschak,1
James R. Marsden,1
Benton F. Marsell,1
David Marshall,1
John M. Marshall,1
Robert C. Marshall,1
William J. Marshall,1
Stephen T. Marston,1
David Martimort,1
Alberto Martin,1
Daniel Martin,1
Donald L. Martin,1
Ian Martin,1
James M. Martin,1
Lawrence W. Martin,1
Philippe Martin,1
Ralf Martin,1
Ricardo Martin,1
Robert E. Martin,1
Vance Martin,1
Elizabeth A. Martinez,0
Sebastian Martinez,1
Monica Martinez-Bravo,0
Jorge Martinez-Vazquez,1
Marco Antonio Campos Martins,1
V. Filipe Martins-da-Rocha,1
Paco Martorell,1
Béla Martos,1
Alvin L. Marty,1
Howard P. Marvel,1
Kanta Marwah,0
Leslie M. Marx,0
Alexandre Mas,1
Andreu Mas-Colell,1
Yusufcan Masatlioglu,1
Eric S. Maskin,1
Joseph R. Mason,1
William M. Mason,1
Benton F. Massell,1
Paul R. Masson,1
Robert Tempest Masson,1
José Mata,1
Filip Matejka,1
Filip Matêjka,1
Xavier Mateos-Planas,1
G. Frank Mathewson,1
Alan Mathios,1
Niko Matouschek,1
David A. Matsa,1
Manos Matsaganis,1
Xenia Matschke,0
John G. Matsusaka,1
Hitoshi Matsushima,1
Kiminori Matsuyama,1
Fabrizio Mattesini,1
Peter Hans Matthews,1
Steven A. Matthews,1
Gaston Matthys,1
J. Peter Mattila,1
Enlinson Mattos,1
Steven J. Matusz,1
Tadek I. Matuszewski,1
Gregor Matvos,1
Rosa L. Matzkin,0
Ernst Maug,1
S. Charles Maurice,1
Eric Maurin,1
Alex Maurizi,1
Paolo Mauro,1
Sophocles Mavroeidis,1
Darold Maxwell,1
Kenneth O. May,1
John Maybee,1
Anna Maria Mayda,0
Christopher J. Mayer,1
Thierry Mayer,1
Thomas Mayer,1
Wolfgang Mayer,1
David Mayer-Foulkes,1
David Mayers,1
T. Peter Mayhew,1
Thomas H. Mayor,1
Laura Mayoral,0
Joram Mayshar,1
Dina Mayzlin,0
Pricila Maziero,0
Bhashkar Mazumder,1
Maurizio Mazzocco,1
Isaac M. Mbiti,1
Peter McAdam,1
David McAdams,1
R. Preston McAfee,1
James L. McCabe,1
Kevin McCabe,1
Stephen McCafferty,1
Brian McCaig,1
Brian P. McCall,1
Bennett T. McCallum,1
Rachel M. McCleary,0
Mark B. McClellan,1
Robert McClelland,1
Brendon McConnell,1
Sheena McConnell,0
Robert E. McCormick,1
Justin McCrary,1
Charles E. McCulloch,1
J. Huston McCulloch,1
Rachel McCulloch,0
Barbara McCutcheon,0
Ann A. McDermed,0
John McDermott,1
Ryan C. McDevitt,1
Ian M. McDonald,1
James B. McDonald,1
John McDonald,1
Richard J. McDonald,1
Robert McDonald,1
F. William McElroy,1
Marjorie B. McElroy,0
James McEneaney,1
Erika McEntarfer,0
Patrick McEwan,1
Daniel L. McFadden,1
Brooke Helppie McFall,0
Kathleen McGarry,0
Robert G. McGillivray,1
James McGilvray,1
Leslie Moscow McGranahan,0
Ellen R. McGrattan,0
Marquise McGraw,1
Rob Roy McGregor,1
Martin McGuire,1
Paul McGuire,1
Thomas G. McGuire,1
Timothy W. McGuire,1
Craig McIntosh,1
Robert J. McIntyre,1
Alisdair McKay,1
Richard D. McKelvey,1
Chris J. McKenna,1
David McKenzie,1
Lionel W. McKenzie,1
Signe-Mary McKernan,0
Ronald I. McKinnon,1
Robin McKnight,0
John McLaren,1
Keith R. McLaren,1
Kenneth J. McLaughlin,1
Richard P. McLean,1
Andrew McLennan,1
Caralee McLiesh,0
"Charles E. McLure, Jr.",1
Patrick C. McMahon,1
Henry McMillan,1
John McMillan,1
Robert McMillan,1
Shaun McRae,1
Nour Meddahi,1
James L. Medoff,1
Péter Medvegyev,1
Richard A. Meese,1
Costas Meghir,1
Philip G. Meguire,1
Rajnish Mehra,1
Y. P. Mehra,1
Perry G. Mehrling,1
Dileep Mehta,1
Paras Mehta,1
Stephan Meier,1
Isabelle Mejean,0
Suresh de Mel,1
Miguel A. Meléndez-Jiménez,1
Jack Melitz,1
Marc J. Melitz,1
Bob Mellon,1
Blaise Melly,1
Arie L. Melnik,1
Martha de Melo,0
Leonardo Melosi,1
Allan H. Meltzer,1
James R. Melvin,1
Brian T. Melzer,1
Paul L. Menchik,1
Robert Mendelsohn,1
Haim Mendelson,1
Enrique G. Mendoza,1
Idione Meneghel,0
Carmen F. Menezes,1
Juanjuan Meng,0
Kyle C. Meng,1
Domenico Menicucci,1
Konrad Menzel,1
Guido Menzio,1
Lior Menzly,1
Jean Mercenier,1
Lloyd J. Mercer,1
Antonio Merlo,1
Brian Merlob,1
Elmar Mertens,1
Jean-François Mertens,1
Karel Mertens,1
Thomas M. Mertens,1
Robert C. Merton,1
Monika Merz,0
Ethan Bueno de Mesquita,1
Konstantinos Metaxoglou,1
Gilbert E. Metcalf,1
Andrew Metrick,1
Lloyd A. Metzler,1
Matthew T. G. Meulenberg,1
Michael J. Meurer,1
Bruce D. Meyer,1
Donald J. Meyer,1
Jack Meyer,1
John R. Meyer,1
Margaret A. Meyer,0
Robert A. Meyer,1
Moritz Meyer-ter-Vehn,1
Erik Meyersson,1
David De Meza,1
Claudio Mezzetti,1
Atif Mian,1
Bin Miao,1
Jianjun Miao,1
Silvio Micali,1
Panos Michael,1
Robert T. Michael,1
Guy Michaels,1
Pascal Michaillat,1
Charles Michalopoulos,1
Stelios Michalopoulos,1
Gilles Michel,1
Philippe Michel,1
Claudio Michelacci,1
Ronald W. Michener,1
Virgiliu Midrigan,1
Konrad Mierendorff,1
Peter M. Mieszkowski,1
Topi Miettinen,1
Edward Miguel,1
Ilian Mihov,1
W. M. Mikhail,1
Anna Mikusheva,0
Ross D. Milbourne,1
Konstantin Milbradt,1
Hellmuth Milde,1
Marc A. Miles,1
Gian Maria Milesi-Ferretti,1
Paul R. Milgrom,1
Amalia R. Miller,0
Bruce L. Miller,1
Danny Miller,1
David A. Miller,1
Douglas L. Miller,1
Grant Miller,1
Jeffrey B. Miller,1
John H. Miller,1
Joshua B. Miller,1
Melinda C. Miller,0
Merton H. Miller,1
Nathan H. Miller,1
Nolan H. Miller,1
Robert A. Miller,1
Ronald Miller,1
Ross M. Miller,1
Sarah Miller,0
William L. Miller,1
Kevin Milligan,1
David E. Mills,1
Edwin S. Mills,1
Frank Milne,1
Jeffrey Milyo,1
Joseph J. Minarik,1
Jacob Mincer,1
Deborah F. Minehart,0
Raffaele Miniaci,1
Camelia Minoiu,0
Jack M. Mintz,1
Gerard Padró i Miquel,1
Pedro Mira,1
Javier Miranda,1
Juan Jose Miranda,1
Mario J. Miranda,1
Eugenio J. Miravete,1
Leonard J. Mirman,1
Jeffrey A. Miron,1
Ezra J. Mishan,1
Frederic S. Mishkin,1
Debasis Mishra,1
Bridger M. Mitchell,1
Mark L. Mitchell,1
Matthew Mitchell,1
Olivia S. Mitchell,0
Kris James Mitchener,1
Anirban Mitra,1
Devashish Mitra,1
Tapan Mitra,1
Stefan Mittnik,1
Michael Mitzkewitz,1
Kaz Miyagiwa,0
Hajime Miyazaki,1
Grayham E. Mizon,1
Robert H. Mnookin,1
Pak Hung Mo,1
Omer Moav,1
A. Mushfiq Mobarak,1
Ahmed Mushfiq Mobarak,1
Markus M. Mobius,1
Markus M. Möbius,1
David M. Modest,1
Franco Modigliani,1
Ashoka Mody,1
Espen R. Moen,1
Karl Ove Moene,1
Otto Moeschlin,1
Paul V. Moeseke,1
Robert Moffitt,1
Sidney Moglewer,1
Magne Mogstad,1
Khan A. Mohabbat,1
Sophie Moinas,0
Ilya Molchanov,1
Benny Moldovanu,1
Francesca Molinari,0
Benjamin Moll,1
Guillermo Moloche,1
Dov Monderer,1
Alain Monfort,1
Alexander Monge-Naranjo,1
Susan Mongell,0
Cyril Monnet,1
"Raymond Joseph Monsen, Jr.",1
Ferdinando Monte,1
Paulo K. Monteiro,1
Juan-Pablo Montero,1
Cynthia A. Montgomery,0
Edward Montgomery,1
James D. Montgomery,1
Dilip Mookherjee,1
Ronald L. Moomaw,1
Choon-Geol Moon,1
Hyungsik Roger Moon,1
John W. Moon,1
Bartholomew Moore,1
Evan Moore,1
George R. Moore,1
James C. Moore,1
John Moore,1
Michael J. Moore,1
Robert L. Moore,1
Thomas Gale Moore,1
Jose V. Rodriguez Mora,1
Marie T. Mora,0
José Luis Moraga-González,1
Antonio J. Morales,1
Mark J. Moran,1
Charles Morcom,1
Jonathan Morduch,1
Michel Moreaux,1
Nye Frank Morehouse,1
Marcelo J. Moreira,1
Massimo Morelli,1
Juan D Moreno-Ternero,1
Enrico Moretti,1
Donald P. Morgan,1
James N. Morgan,1
John Morgan,1
Peter B. Morgan,1
W. Douglas Morgan,1
Kimio Morimune,1
Michio Morishima,1
Ameet Morjaria,1
Knut Anton Mork,1
Andrea Moro,1
John R. Moroney,1
Melinda Sandler Morrill,0
Stephen Morris,1
Alan Morrison,1
Catherine J. Morrison,0
Edward Morrison,1
Steven A. Morrison,1
Christian Morrisson,1
Daniel T. Morrow,1
Dale T. Mortensen,1
Julie Holland Mortimer,0
Andrew Morton,1
Fiona M. Scott Morton,0
Giuseppe Moscarini,1
Petra Moser,0
Tobias J. Moskowitz,1
Elchanan Mossel,1
Patricia C. Mosser,0
Axel Mossin,1
Jan Mossin,1
Brian Motley,1
Massimo Motta,1
Roberto Motto,1
M. Mouchart,1
Hervé Moulin,1
Eric Moulines,1
Kenneth Mount,1
Timothy D. Mount,1
Dean C. Mountain,1
Andreas Moxnes,1
Patrick Moyes,1
Monika Mrázová,0
Thomas A. Mroz,1
Ahuva Mu'alem,0
Erich Muehlegger,1
Lucija Muehlenbachs,0
John Muellbauer,1
Andreas I. Mueller,1
Dennis C. Mueller,1
Hannes Mueller,1
Marc-Andreas Muendler,1
Sujoy Mukerji,1
Tanmoy Mukherjee,1
Anjan Mukherji,1
Arijit Mukherji,1
J. Harold Mulherin,1
Sendhil Mullainathan,1
Kathleen J. Mullen,0
Daniel Muller,1
Eitan Muller,1
Holger M. Müller,1
Nicholas Z. Muller,1
Rudolf Müller,1
Ulrich K. Muller,1
Wieland Müller,1
Casey B. Mulligan,1
Harry C. Mullikin,1
Wallace P. Mullin,1
Kevin J. Mumford,1
Haroon Mumtaz,1
Gene E. Mumy,1
Lalith Munasinghe,1
Jakob R. Munch,1
Patricia Munch,0
Robert Alexander Mundell,1
Yair Mundlak,1
Daniel Münich,1
Bernard Munk,1
Alicia H. Munnell,0
Alistair Munro,1
Gordon R. Munro,1
Kaivan Munshi,1
Yasusuke Murakami,1
Karthik Muralidharan,1
Yasuo Murata,1
James C. Murdoch,1
Kevin C. Murdock,1
Richard J. Murnane,1
J. Keith Murnighan,1
Alvin D. Murphy,1
J. Carter Murphy,1
James Murphy,1
Kevin J. Murphy,1
Kevin M. Murphy,1
Brian C. Murray,1
Michael P. Murray,1
Peter Murrell,1
V. K. Murthy,1
V. N. Murti,1
Philip Musgrove,1
Michael Mussa,1
David K. Musto,1
John F. Muth,1
Richard F. Muth,1
Shigeo Muto,1
Mirabelle Muûls,0
Yulia Muzyrya,0
Mikhail Myagkov,1
David Myatt,1
Gordon M. Myers,1
Ramon H. Myers,1
Stewart C. Myers,1
Roger B. Myerson,1
Hla Myint,0
Per A. Mykland,1
Seiji Nabeya,1
Ijaz Nabi,1
John H. Nachbar,1
Mohammed Ishaq Nadiri,1
Anirudh Lal Nagar,1
Hiroaki Nagatani,1
Rosemarie Nagel,0
Stefan Nagel,1
Daniel Nagin,1
Takashi Nagishi,1
András Nagy,1
Babu Nahata,1
Suresh Naidu,1
Shinobu Nakagawa,1
Daisuke Nakajima,1
Makoto Nakajima,1
Tomoyuki Nakajima,1
Alice Nakamura,0
Emi Nakamura,0
Kenjiro Nakamura,1
Masao Nakamura,1
Takeo Nakao,1
Mikio Nakayama,1
Haig R. Nalbantian,1
Barry Nalebuff,1
Alvaro J. Name-Correa,1
John C. Nankervis,1
Tommaso Nannicini,1
Pinhas Naor,1
Syed Nawab Haider Naqvi,1
R. Narayanan,1
Mariacristina De Nardi,0
Clark Nardinelli,1
Renata Narita,0
James M. Nason,1
Paulo Natenzon,1
Barry Naughton,1
Salvador Navarro,1
P. R. Nayak,1
Robin Naylor,1
Thomas H. Naylor,1
Leonce Ndikumana,1
Derek A. Neal,1
J. Peter Neary,1
Fernanda Nechio,0
Thomas J. Nechyba,1
Zvika Neeman,1
Salih N. Neftçi,1
Takashi Negishi,1
Marco Del Negro,1
Philip A. Neher,1
Klaus Nehring,1
Matthew Neidell,1
Christopher Neilson,1
William S. Neilson,1
Brent Neiman,1
Hans Neisser,1
Denis Nekipelov,1
Arash Nekoei,1
Charles R. Nelson,1
Daniel B. Nelson,1
Forrest D. Nelson,1
Julie A. Nelson,0
Phillip Nelson,1
Richard R. Nelson,1
John Neral,1
Marc Nerlove,1
Lars Nesheim,1
Yurii Nesterov,1
Nick Netzer,1
Heinz Neudecker,1
Wilhelm Neuefeind,1
Shoshana Neuman,0
George R. Neumann,1
Todd C. Neumann,1
David Neumark,1
Pablo Andrés Neumeyer,1
Aviv Nevo,1
David M. G. Newbery,1
Richard G. Newell,1
Whitney K. Newey,1
Joseph P. Newhouse,1
Andrew F. Newman,1
John L. Newman,1
Abraham Neyman,1
Serena Ng,0
Yew-Kwang Ng,1
L. Rachel Ngai,0
Duc-Tho Nguyen,1
Quang Nguyen,1
Alexandru Nichifor,1
Tom Nicholas,1
D. F. Nicholls,1
Donald A. Nichols,1
Len Nichols,1
Stephen J. Nickell,1
Jack A. Nickerson,1
Juan Pablo Nicolini,1
Nancy Nicosia,0
Muriel Niederle,0
Jürg Niehans,1
Paul Niehaus,1
Heino Bohn Nielsen,1
Kasper Meisner Nielsen,1
Morten Ørregaard Nielsen,1
Torben Heien Nielsen,1
Dirk Niepelt,1
