Author Name,Sex
Steven R. Williams,1
Jeffrey G. Williamson,1
Oliver E. Williamson,1
Richard E. Williamson,1
Stephen D. Williamson,1
Robert D. Willig,1
Jonathan L. Willis,1
Lauren E. Willis,0
Robert J. Willis,1
Alpo Willman,1
John D. Wilman,1
Alistair J. Wilson,1
Andrea Wilson,0
Bart J. Wilson,1
Charles A. Wilson,1
David John Wilson,1
John Douglas Wilson,1
Nathan Wilson,1
Nicholas L. Wilson,1
Robert Wilson,1
David A. Wilton,1
Pablo Winant,1
Niven Winchester,1
Eric van Wincoop,1
John W.L. Winder,1
Frank Windmeijer,1
Stanley L. Winer,1
G. Michael Winkler,1
Abel Winn,1
"Herbert S. Winokur, Jr.",1
Viktor Winschel,1
Clifford Winston,1
David Winter,1
Ralph A. Winter,1
L. Alan Winters,1
Ronald Wintrobe,1
David A. Wise,1
John Wise,1
Daniel L. Wisecarver,1
Thomas Wiseman,1
Gerrit M. de Wit,1
Robert Witt,1
Ann Dryden Witte,0
James G. Witte,1
Willard E. Witte,1
Donald Wittman,1
Ludger Woessmann,1
Geoffrey Woglom,1
"Frank A. Wolak, Jr.",1
Herman O. Wold,1
Holger C. Wolf,1
Michael Wolf,1
Nikolaus Wolf,1
Thomas A. Wolf,1
Barbara L. Wolfe,0
John R. Wolfe,1
Philip Wolfe,1
Daniel Wolfenzon,1
Justin Wolfers,1
Edward N. Wolff,1
Jacob Wolfowitz,1
Catherine D. Wolfram,0
Asher Wolinsky,1
Alexander Wolitzky,1
Alexander L. Wolman,1
Kenneth I. Wolpin,1
Joyce Wong,0
Jon Wongswan,1
Thomas H. Wonnacott,1
Chi-Keung Woo,1
Keong Woo,1
Stephen A. Woodbury,1
John Wooders,1
Myrna Holtz Wooders,0
Michael Woodford,1
Alan D. Woodland,1
Bill M. Woodland,1
Linda M. Woodland,0
Christopher Woodruff,1
G. Thomas Woodward,1
Susan E. Woodward,0
Jeffrey M. Wooldridge,1
William Woolston,1
Rafael Wouters,1
Tiemen M. Woutersen,1
Henryk Wozniakowski,1
Bill Wright,1
Brian D. Wright,1
Colin Wright,1
Gavin Wright,1
Greg C. Wright,1
Jack Wright,1
Jonathan H. Wright,1
Julian Wright,1
Mark L. J. Wright,1
Randall Wright,1
Robert Wright,1
William David C. Wright,1
Marian V. Wrobel,0
Binzhen Wu,0
De-Min Wu,1
George Wu,1
Ho-Mou Wu,1
Jing Cynthia Wu,0
Jeffrey Wurgler,1
Zivia S. Wurtele,0
Bruce Wydick,1
Clifford R. Wymer,1
José Wynne,1
Anastasios Xepapadeas,1
Yihong Xia,0
Chong Xiang,1
Mo Xiao,0
Zhijie Xiao,1
Yu Xie,1
Xiaolin Xing,0
Siyang Xiong,1
Wei Xiong,1
Chenggang Xu,1
Daniel Yi Xu,1
Lixin Colin Xu,1
Menahem E. Yaari,1
Yishay Yafeh,1
Danny Yagan,1
Joseph A. Yahav,1
Shintaro Yamaguchi,1
Yuichi Yamamoto,1
Takashi Yamashita,1
Takuro Yamashita,1
Akira Yamazaki,1
Basil S. Yamey,1
Jia Yan,1
David Yanagizawa-Drott,1
Chun-Yi Yang,1
Dean Yang,1
Dennis Tao Yang,1
Dou-Yan Yang,0
Miaoyu Yang,0
Shu-Chun Susan Yang,0
Xiaokai Yang,1
Zaifu Yang,1
Zili Yang,0
Nicholas C. Yannelis,1
Makoto Yano,1
Dennis A. Yao,1
Jiawei Yao,1
Lan Yao,0
Qiwei Yao,1
Pierre Yared,1
Leeat Yariv,0
Amir Yaron,1
Eran Yashiv,1
Yosuke Yasuda,1
Michael C. Yates,1
Stephen Ross Yeaple,1
Janet L. Yellen,0
Joel Yellin,1
Aaron S. Yelowitz,1
Sevin Yeltekin,0
M. Bumin Yenmez,1
Stephen Yeo,1
Kei-Mu Yi,1
Huseyin Yildirim,1
Muhamet Yildiz,1
Nese Yildiz,0
Bilge Yilmaz,0
Bilge Yılmaz,1
Pai-Ling Yin,0
Peng Yin,1
Wesley Yin,1
Charles C. Ying,1
Zhichun Jenny Ying,0
John Yinger,1
Shlomo Yitzhaki,1
Motohiro Yogo,1
Hide-Fumi Yokoo,1
Byung Sam Yoo,1
Seung-Weon Yoo,1
Kiho Yoon,1
Joanne Yoong,0
Mehmet Yorukoglu,1
Oved Yosha,1
Kunio Yoshihara,1
Pan A. Yotopoulos,1
Yoto V. Yotov,1
Yves Younes,1
Alwyn Young,1
Douglas J. Young,1
H. Peyton Young,1
Leslie Young,1
Richard M. Young,1
Robert A. Young,1
William E. Young,1
Jialin Yu,0
Jianfeng Yu,1
Noam Yuchtman,1
Vivian Z. Yue,0
Kun-Young Yun,1
Tack Yun,1
Ali Yurukoglu,1
Antoni Zabalza,1
Edward Zabel,1
Marios Zachariadis,1
Peter A. Zadrozny,1
Enrico Zaghini,1
Jean-Michel Zakoïan,1
Egon Zakrajšek,1
David Zalkind,1
Guillermo Zamarripa,1
William R. Zame,1
Shmuel Zamir,1
Philippe Zamora,1
Israel Zang,1
George Zanjani,1
Fernando Zapatero,1
Homa Zarghamee,0
Gary A. Zarkin,1
Victor Zarnowitz,1
Madeline Zavodny,0
Allan A. Zebedee,1
Josef Zechner,1
Richard J. Zeckhauser,1
Christian Zehnder,1
Kathryn Zeiler,0
Joseph Zeira,1
Stephen P. Zeldes,1
Allan Zelenitz,1
Arnold Zellner,1
Eitan Zemel,1
Peter Zemsky,1
Jaime F. Zender,1
Yves Zenou,1
David Zervos,1
Ariel Zetlin-Jones,1
Florian Zettelmeyer,1
Tao Zha,1
Hanjiang Zhang,0
Jiankang Zhang,1
Jing Zhang,0
Junsen Zhang,1
Lan Zhang,0
Lu Zhang,1
Sisi Zhang,0
Xiaoquan (Michael) Zhang,1
Yuanjun Zhang,0
Yuting Zhang,0
Zhiwei Zhang,1
Zhongyang Zhang,1
Rui R. Zhao,1
Evgeny Zhelobodko,1
Charles Zhoucheng Zheng,1
Jie Zheng,1
Songfa Zhong,1
Jidong Zhou,1
Lily Y. Zhou,0
Lin Zhou,1
Maigeng Zhou,1
Ruilin Zhou,0
Feng Zhu,1
John Y. Zhu,1
Lijing Zhu,1
Shenghao Zhu,1
Susan Chun Zhu,0
Tao Zhu,1
Xiaodong Zhu,1
Zeyuan Allen Zhu,1
Ekaterina Zhuravskaya,0
Anthony Ziegelmeyer,1
Kimberly D. Zieschang,1
David Zilberman,1
Itzhak Zilcha,1
James P. Ziliak,1
Fabrizio Zilibotti,1
David J. Zimmerman,1
Martin B. Zimmerman,1
Paul R. Zimmerman,1
Seth Zimmerman,1
Klaus F. Zimmermann,1
Stanley E. Zin,1
Luigi Zingales,1
Jonathan Zinman,1
Stanley Zionts,1
George Kingsley Zipf,1
Eric Zitzewitz,1
Joshua S. Graff Zivin,1
Eric Zivot,1
Daniel John Zizzo,1
J. Douglas Zona,1
Sarah Zubairy,0
Richard A. Zuber,1
Gabriel Zucman,1
Pinhas Zusman,1
Asaf Zussman,1
Alix Peterson Zwane,0
Josef Zweimüller,1
Burton Zwick,1
Jeffrey Zwiebel,1
